,id,sex,age,stature,order,bodyweight,condition,trial,imp_mom_height,ft_height
842,43,f,20,168.5,no_shakey_shakey,70.1,shakey,2,15.7,17
843,43,f,20,168.5,no_shakey_shakey,70.1,shakey,3,18.2,17.2
844,43,f,20,168.5,no_shakey_shakey,70.1,shakey,4,16.2,17
845,43,f,20,168.5,no_shakey_shakey,70.1,shakey,5,18,18.6
846,43,f,20,168.5,no_shakey_shakey,70.1,shakey,6,17.6,17.4
847,43,f,20,168.5,no_shakey_shakey,70.1,shakey,7,16.1,17.6
848,43,f,20,168.5,no_shakey_shakey,70.1,shakey,8,16.2,17.3
849,43,f,20,168.5,no_shakey_shakey,70.1,shakey,9,18.5,17.8
850,43,f,20,168.5,no_shakey_shakey,70.1,shakey,10,17.2,18.4
851,43,f,20,168.5,no_shakey_shakey,71.48,noshakey,1,15.6,15.9
852,43,f,20,168.5,no_shakey_shakey,71.48,noshakey,2,12.7,12.9
853,43,f,20,168.5,no_shakey_shakey,71.48,noshakey,3,11.2,11
854,43,f,20,168.5,no_shakey_shakey,71.48,noshakey,4,14.1,13.8
855,43,f,20,168.5,no_shakey_shakey,71.48,noshakey,5,13.2,13.1
856,43,f,20,168.5,no_shakey_shakey,71.48,noshakey,6,12.9,13.4
857,43,f,20,168.5,no_shakey_shakey,71.48,noshakey,7,12.8,12.5
858,43,f,20,168.5,no_shakey_shakey,71.48,noshakey,8,14.3,13.7
859,43,f,20,168.5,no_shakey_shakey,71.48,noshakey,9,11.9,11.9
860,43,f,20,168.5,no_shakey_shakey,71.48,noshakey,10,11.9,12
861,44,m,18,176,no_shakey_shakey,71,shakey,1,21.3,21.7
862,44,m,18,176,no_shakey_shakey,71,shakey,2,22.6,22.2
863,44,m,18,176,no_shakey_shakey,71,shakey,3,23.1,23.5
864,44,m,18,176,no_shakey_shakey,71,shakey,4,22.9,23.3
865,44,m,18,176,no_shakey_shakey,71,shakey,5,23.6,23.6
866,44,m,18,176,no_shakey_shakey,71,shakey,6,17.8,23.7
867,44,m,18,176,no_shakey_shakey,71,shakey,7,25.1,24.9
868,44,m,18,176,no_shakey_shakey,71,shakey,8,23.6,24.3
869,44,m,18,176,no_shakey_shakey,71,shakey,9,23.4,23.2
870,44,m,18,176,no_shakey_shakey,71,shakey,10,25.3,24.6
871,44,m,18,176,no_shakey_shakey,71.4,noshakey,1,19.7,19.6
872,44,m,18,176,no_shakey_shakey,71.4,noshakey,2,24.1,23.8
873,44,m,18,176,no_shakey_shakey,71.4,noshakey,3,24.4,23.1
874,44,m,18,176,no_shakey_shakey,71.4,noshakey,4,23.5,23
875,44,m,18,176,no_shakey_shakey,71.4,noshakey,5,24.7,23.4
876,44,m,18,176,no_shakey_shakey,71.4,noshakey,6,22.7,22.6
877,44,m,18,176,no_shakey_shakey,71.4,noshakey,7,21.9,21.9
878,44,m,18,176,no_shakey_shakey,71.4,noshakey,8,25.8,25.3
879,44,m,18,176,no_shakey_shakey,71.4,noshakey,9,24.7,24.6
880,44,m,18,176,no_shakey_shakey,71.4,noshakey,10,25.8,25.3
881,45,m,18,186.2,shakey_no_shakey,88.1,shakey,1,31,31.1
882,45,m,18,186.2,shakey_no_shakey,88.1,shakey,2,29.4,28.1
883,45,m,18,186.2,shakey_no_shakey,88.1,shakey,3,28.3,27.3
884,45,m,18,186.2,shakey_no_shakey,88.1,shakey,4,28,26.8
885,45,m,18,186.2,shakey_no_shakey,88.1,shakey,5,29,29.6
886,45,m,18,186.2,shakey_no_shakey,88.1,shakey,6,27.2,28.1
887,45,m,18,186.2,shakey_no_shakey,88.1,shakey,7,29.1,29.2
888,45,m,18,186.2,shakey_no_shakey,88.1,shakey,8,28.2,28.7
889,45,m,18,186.2,shakey_no_shakey,88.1,shakey,9,28.6,28.2
890,45,m,18,186.2,shakey_no_shakey,88.1,shakey,10,27.9,28.4
891,45,m,18,186.2,shakey_no_shakey,87.6,noshakey,1,29.1,28.4
892,45,m,18,186.2,shakey_no_shakey,87.6,noshakey,2,29.2,29
893,45,m,18,186.2,shakey_no_shakey,87.6,noshakey,3,31.2,31.1
894,45,m,18,186.2,shakey_no_shakey,87.6,noshakey,4,28.6,28.7
895,45,m,18,186.2,shakey_no_shakey,87.6,noshakey,5,31,30.4
896,45,m,18,186.2,shakey_no_shakey,87.6,noshakey,6,30.2,30.2
897,45,m,18,186.2,shakey_no_shakey,87.6,noshakey,7,30.7,29.6
898,45,m,18,186.2,shakey_no_shakey,87.6,noshakey,8,30.4,30.6
899,45,m,18,186.2,shakey_no_shakey,87.6,noshakey,9,29.8,29.4
900,45,m,18,186.2,shakey_no_shakey,87.6,noshakey,10,29.6,28.7
901,46,m,20,166.8,no_shakey_shakey,64.3,shakey,1,27.8,28
902,46,m,20,166.8,no_shakey_shakey,64.3,shakey,2,32.9,35.2
903,46,m,20,166.8,no_shakey_shakey,64.3,shakey,3,35.1,41.1
904,46,m,20,166.8,no_shakey_shakey,64.3,shakey,4,35.9,37.9
905,46,m,20,166.8,no_shakey_shakey,64.3,shakey,5,35.1,40.4
906,46,m,20,166.8,no_shakey_shakey,64.3,shakey,6,36.4,42.5
907,46,m,20,166.8,no_shakey_shakey,64.3,shakey,7,35.5,40
908,46,m,20,166.8,no_shakey_shakey,64.3,shakey,8,31.8,37.4
909,46,m,20,166.8,no_shakey_shakey,64.3,shakey,9,36.8,39.3
910,46,m,20,166.8,no_shakey_shakey,64.3,shakey,10,33.1,38.4
911,46,m,20,166.8,no_shakey_shakey,64.3,noshakey,1,26.2,26.6
912,46,m,20,166.8,no_shakey_shakey,64.3,noshakey,2,36,36
913,46,m,20,166.8,no_shakey_shakey,64.3,noshakey,3,36.7,37.2
914,46,m,20,166.8,no_shakey_shakey,64.3,noshakey,4,38.8,39.4
915,46,m,20,166.8,no_shakey_shakey,64.3,noshakey,5,38.5,38.7
916,46,m,20,166.8,no_shakey_shakey,64.3,noshakey,6,37.7,38.2
917,46,m,20,166.8,no_shakey_shakey,64.3,noshakey,7,36.1,37.8
918,46,m,20,166.8,no_shakey_shakey,64.3,noshakey,8,36.4,38.4
919,46,m,20,166.8,no_shakey_shakey,64.3,noshakey,9,37.2,39.3
920,46,m,20,166.8,no_shakey_shakey,64.3,noshakey,10,39.1,41.1
921,47,f,19,159,no_shakey_shakey,66.4,shakey,1,23.4,24.1
922,47,f,19,159,no_shakey_shakey,66.4,shakey,2,20.6,22.8
923,47,f,19,159,no_shakey_shakey,66.4,shakey,3,23.6,23.3
924,47,f,19,159,no_shakey_shakey,66.4,shakey,4,22.8,23.6
925,47,f,19,159,no_shakey_shakey,66.4,shakey,5,25.4,25.2
926,47,f,19,159,no_shakey_shakey,66.4,shakey,6,21.2,23
927,47,f,19,159,no_shakey_shakey,66.4,shakey,7,24,24.5
928,47,f,19,159,no_shakey_shakey,66.4,shakey,8,24.6,24.6
929,47,f,19,159,no_shakey_shakey,66.4,shakey,9,23,23.7
930,47,f,19,159,no_shakey_shakey,66.4,shakey,10,25.6,26.1
931,47,f,19,159,no_shakey_shakey,65.5,noshakey,1,18.5,17.2
932,47,f,19,159,no_shakey_shakey,65.5,noshakey,2,18.9,18.5
933,47,f,19,159,no_shakey_shakey,65.5,noshakey,3,19.5,20
934,47,f,19,159,no_shakey_shakey,65.5,noshakey,4,19.9,19.6
935,47,f,19,159,no_shakey_shakey,65.5,noshakey,5,23,22.9
936,47,f,19,159,no_shakey_shakey,65.5,noshakey,6,24.2,23.5
937,47,f,19,159,no_shakey_shakey,65.5,noshakey,7,19.5,19.2
938,47,f,19,159,no_shakey_shakey,65.5,noshakey,8,24.6,24.1
939,47,f,19,159,no_shakey_shakey,65.5,noshakey,9,23.4,22.8
940,47,f,19,159,no_shakey_shakey,65.5,noshakey,10,24.8,25.2
941,48,f,29,167,shakey_no_shakey,81.2,shakey,1,16.9,16.8
942,48,f,29,167,shakey_no_shakey,81.2,shakey,2,15.4,15.8
943,48,f,29,167,shakey_no_shakey,81.2,shakey,3,15.6,16
944,48,f,29,167,shakey_no_shakey,81.2,shakey,4,16.4,16.6
945,48,f,29,167,shakey_no_shakey,81.2,shakey,5,16.6,16.6
946,48,f,29,167,shakey_no_shakey,81.2,shakey,6,16.8,17.1
947,48,f,29,167,shakey_no_shakey,81.2,shakey,7,16.8,17.1
948,48,f,29,167,shakey_no_shakey,81.2,shakey,8,18.2,18.4
949,48,f,29,167,shakey_no_shakey,81.2,shakey,9,19,18.9
950,48,f,29,167,shakey_no_shakey,81.2,shakey,10,17.6,18
951,48,f,29,167,shakey_no_shakey,80.8,noshakey,1,16.8,16.7
952,48,f,29,167,shakey_no_shakey,80.8,noshakey,2,15.6,15.7
953,48,f,29,167,shakey_no_shakey,80.8,noshakey,3,15,15.4
954,48,f,29,167,shakey_no_shakey,80.8,noshakey,4,15,15.5
955,48,f,29,167,shakey_no_shakey,80.8,noshakey,5,14.7,14.7
956,48,f,29,167,shakey_no_shakey,80.8,noshakey,6,13.8,13.3
957,48,f,29,167,shakey_no_shakey,80.8,noshakey,7,13.1,13.1
958,48,f,29,167,shakey_no_shakey,80.8,noshakey,8,14.5,14.4
959,48,f,29,167,shakey_no_shakey,80.8,noshakey,9,13.2,12.8
960,48,f,29,167,shakey_no_shakey,80.8,noshakey,10,14.1,13.9
961,49,f,20,162.6,shakey_no_shakey,57.9,shakey,1,16.2,16.2
962,49,f,20,162.6,shakey_no_shakey,57.9,shakey,2,18.2,18
963,49,f,20,162.6,shakey_no_shakey,57.9,shakey,3,18.8,18.5
964,49,f,20,162.6,shakey_no_shakey,57.9,shakey,4,19,17.3
965,49,f,20,162.6,shakey_no_shakey,57.9,shakey,5,20,18.9
966,49,f,20,162.6,shakey_no_shakey,57.9,shakey,6,18.9,19.1
967,49,f,20,162.6,shakey_no_shakey,57.9,shakey,7,18.6,18.6
968,49,f,20,162.6,shakey_no_shakey,57.9,shakey,8,17,16.8
969,49,f,20,162.6,shakey_no_shakey,57.9,shakey,9,18.4,17.7
970,49,f,20,162.6,shakey_no_shakey,57.9,shakey,10,17.8,18.8
971,49,f,20,162.6,shakey_no_shakey,57.2,noshakey,1,18.2,17.7
972,49,f,20,162.6,shakey_no_shakey,57.2,noshakey,2,17.3,17.1
973,49,f,20,162.6,shakey_no_shakey,57.2,noshakey,3,19.2,18.5
974,49,f,20,162.6,shakey_no_shakey,57.2,noshakey,4,19,18.7
975,49,f,20,162.6,shakey_no_shakey,57.2,noshakey,5,18.5,18.5
976,49,f,20,162.6,shakey_no_shakey,57.2,noshakey,6,18.8,17.8
977,49,f,20,162.6,shakey_no_shakey,57.2,noshakey,7,19.1,17.8
978,49,f,20,162.6,shakey_no_shakey,57.2,noshakey,8,17.6,16.6
979,49,f,20,162.6,shakey_no_shakey,57.2,noshakey,9,19.7,19
980,49,f,20,162.6,shakey_no_shakey,57.2,noshakey,10,17.7,17
981,50,m,18,194,no_shakey_shakey,82.2,shakey,1,17.4,17.7
982,50,m,18,194,no_shakey_shakey,82.2,shakey,2,17.3,16.6
983,50,m,18,194,no_shakey_shakey,82.2,shakey,3,17.4,16.3
984,50,m,18,194,no_shakey_shakey,82.2,shakey,4,17.8,17.6
985,50,m,18,194,no_shakey_shakey,82.2,shakey,5,17.8,17.9
986,50,m,18,194,no_shakey_shakey,82.2,shakey,6,17.8,18.6
987,50,m,18,194,no_shakey_shakey,82.2,shakey,7,19.5,18.9
988,50,m,18,194,no_shakey_shakey,82.2,shakey,8,20.9,20.3
989,50,m,18,194,no_shakey_shakey,82.2,shakey,9,21.1,19.2
990,50,m,18,194,no_shakey_shakey,82.2,shakey,10,18.7,19.6
991,50,m,18,194,no_shakey_shakey,82.03,noshakey,1,12.6,12.2
992,50,m,18,194,no_shakey_shakey,82.03,noshakey,2,11.9,11.3
993,50,m,18,194,no_shakey_shakey,82.03,noshakey,3,13.6,13.8
994,50,m,18,194,no_shakey_shakey,82.03,noshakey,4,11.6,11.6
995,50,m,18,194,no_shakey_shakey,82.03,noshakey,5,14.8,15.1
996,50,m,18,194,no_shakey_shakey,82.03,noshakey,6,14.8,14.9
997,50,m,18,194,no_shakey_shakey,82.03,noshakey,7,14.6,14.3
998,50,m,18,194,no_shakey_shakey,82.03,noshakey,8,17.3,16.8
999,50,m,18,194,no_shakey_shakey,82.03,noshakey,9,14.4,14.3
1000,50,m,18,194,no_shakey_shakey,82.03,noshakey,10,18,18.6
1001,51,f,18,171.5,shakey_no_shakey,58.8,shakey,1,16.5,17.4
1002,51,f,18,171.5,shakey_no_shakey,58.8,shakey,2,17.3,17.1
1003,51,f,18,171.5,shakey_no_shakey,58.8,shakey,3,20.2,22
1004,51,f,18,171.5,shakey_no_shakey,58.8,shakey,4,18.2,18.7
1005,51,f,18,171.5,shakey_no_shakey,58.8,shakey,5,17.5,18
1006,51,f,18,171.5,shakey_no_shakey,58.8,shakey,6,17.6,19
1007,51,f,18,171.5,shakey_no_shakey,58.8,shakey,7,20.7,20.5
1008,51,f,18,171.5,shakey_no_shakey,58.8,shakey,8,17.4,18.1
1009,51,f,18,171.5,shakey_no_shakey,58.8,shakey,9,18.4,18.4
1010,51,f,18,171.5,shakey_no_shakey,58.8,shakey,10,20,20.9
1011,51,f,18,171.5,shakey_no_shakey,59.1,noshakey,1,20.8,21.6
1012,51,f,18,171.5,shakey_no_shakey,59.1,noshakey,2,22.7,22.8
1013,51,f,18,171.5,shakey_no_shakey,59.1,noshakey,3,21.8,21.8
1014,51,f,18,171.5,shakey_no_shakey,59.1,noshakey,4,20,20.4
1015,51,f,18,171.5,shakey_no_shakey,59.1,noshakey,5,19.3,20
1016,51,f,18,171.5,shakey_no_shakey,59.1,noshakey,6,19.4,18.4
1017,51,f,18,171.5,shakey_no_shakey,59.1,noshakey,7,16.7,16.7
1018,51,f,18,171.5,shakey_no_shakey,59.1,noshakey,8,19.3,19.3
1019,51,f,18,171.5,shakey_no_shakey,59.1,noshakey,9,19.9,19.2
1020,51,f,18,171.5,shakey_no_shakey,59.1,noshakey,10,18.7,18.7
1021,52,m,20,198,no_shakey_shakey,78.8,shakey,1,25,26.3
1022,52,m,20,198,no_shakey_shakey,78.8,shakey,2,26,26.2
1023,52,m,20,198,no_shakey_shakey,78.8,shakey,3,25.9,25.7
1024,52,m,20,198,no_shakey_shakey,78.8,shakey,4,25.7,26.7
1025,52,m,20,198,no_shakey_shakey,78.8,shakey,5,24.7,25.5
1026,52,m,20,198,no_shakey_shakey,78.8,shakey,6,22,22.6
1027,52,m,20,198,no_shakey_shakey,78.8,shakey,7,26.3,27.4
1028,52,m,20,198,no_shakey_shakey,78.8,shakey,8,26.8,25.8
1029,52,m,20,198,no_shakey_shakey,78.8,shakey,9,24.7,24.9
1030,52,m,20,198,no_shakey_shakey,78.8,shakey,10,26,26.7
1031,52,m,20,198,no_shakey_shakey,78.5,noshakey,1,24.3,25
1032,52,m,20,198,no_shakey_shakey,78.5,noshakey,2,23.4,23.9
1033,52,m,20,198,no_shakey_shakey,78.5,noshakey,3,24.9,24.9
1034,52,m,20,198,no_shakey_shakey,78.5,noshakey,4,23.6,24.7
1035,52,m,20,198,no_shakey_shakey,78.5,noshakey,5,27,27.9
1036,52,m,20,198,no_shakey_shakey,78.5,noshakey,6,24.4,26.1
1037,52,m,20,198,no_shakey_shakey,78.5,noshakey,7,25.8,26.1
1038,52,m,20,198,no_shakey_shakey,78.5,noshakey,8,23.5,24.6
1039,52,m,20,198,no_shakey_shakey,78.5,noshakey,9,25.2,26.7
1040,52,m,20,198,no_shakey_shakey,78.5,noshakey,10,23.3,24.4
1041,53,m,27,178,shakey_no_shakey,73.7,shakey,1,27.2,28.1
1042,53,m,27,178,shakey_no_shakey,73.7,shakey,2,29,30.3
1043,53,m,27,178,shakey_no_shakey,73.7,shakey,3,29.5,32.5
1044,53,m,27,178,shakey_no_shakey,73.7,shakey,4,29,33.8
1045,53,m,27,178,shakey_no_shakey,73.7,shakey,5,28.6,31.6
1046,53,m,27,178,shakey_no_shakey,73.7,shakey,6,31.1,34
1047,53,m,27,178,shakey_no_shakey,73.7,shakey,7,29.8,32.4
1048,53,m,27,178,shakey_no_shakey,73.7,shakey,8,27,30.6
1049,53,m,27,178,shakey_no_shakey,73.7,shakey,9,27.5,31.4
1050,53,m,27,178,shakey_no_shakey,73.7,shakey,10,31.8,34.6
1051,53,m,27,178,shakey_no_shakey,75,noshakey,1,19.7,21.6
1052,53,m,27,178,shakey_no_shakey,75,noshakey,2,16,24.1
1053,53,m,27,178,shakey_no_shakey,75,noshakey,3,25.2,26.1
1054,53,m,27,178,shakey_no_shakey,75,noshakey,4,23.8,25.5
1055,53,m,27,178,shakey_no_shakey,75,noshakey,5,23.9,28.5
1056,53,m,27,178,shakey_no_shakey,75,noshakey,6,22.9,27.2
1057,53,m,27,178,shakey_no_shakey,75,noshakey,7,27.8,30.5
1058,53,m,27,178,shakey_no_shakey,75,noshakey,8,26,30.8
1059,53,m,27,178,shakey_no_shakey,75,noshakey,9,24.5,26.4
1060,53,m,27,178,shakey_no_shakey,75,noshakey,10,25.7,30.5
1061,54,m,24,173,no_shakey_no shakey,67.3,shakey,1,26.3,26.7
1062,54,m,24,173,no_shakey_no shakey,67.3,shakey,2,26.8,27.5
1063,54,m,24,173,no_shakey_no shakey,67.3,shakey,3,25.9,27.1
1064,54,m,24,173,no_shakey_no shakey,67.3,shakey,4,27.6,27.8
1065,54,m,24,173,no_shakey_no shakey,67.3,shakey,5,29.4,29.7
1066,54,m,24,173,no_shakey_no shakey,67.3,shakey,6,28.4,29.2
1067,54,m,24,173,no_shakey_no shakey,67.3,shakey,7,28.5,29.4
1068,54,m,24,173,no_shakey_no shakey,67.3,shakey,8,30.7,32
1069,54,m,24,173,no_shakey_no shakey,67.3,shakey,9,29.8,31
1070,54,m,24,173,no_shakey_no shakey,67.3,shakey,10,31.1,31.6
1071,54,m,24,173,no_shakey_no shakey,68.3,noshakey,1,28.4,28.6
1072,54,m,24,173,no_shakey_no shakey,68.3,noshakey,2,29.5,29.9
1073,54,m,24,173,no_shakey_no shakey,68.3,noshakey,3,30.5,31
1074,54,m,24,173,no_shakey_no shakey,68.3,noshakey,4,30.3,30.9
1075,54,m,24,173,no_shakey_no shakey,68.3,noshakey,5,31.7,31.9
1076,54,m,24,173,no_shakey_no shakey,68.3,noshakey,6,29.2,29.1
1077,54,m,24,173,no_shakey_no shakey,68.3,noshakey,7,28.8,30
1078,54,m,24,173,no_shakey_no shakey,68.3,noshakey,8,28.7,29.8
1079,54,m,24,173,no_shakey_no shakey,68.3,noshakey,9,29.9,30.5
1080,54,m,24,173,no_shakey_no shakey,68.3,noshakey,10,30.9,32
1081,55,m,21,186,no_shakey_shakey,72.9,shakey,1,28.6,32.3
1082,55,m,21,186,no_shakey_shakey,72.9,shakey,2,31,36.1
1083,55,m,21,186,no_shakey_shakey,72.9,shakey,3,29.3,34.2
1084,55,m,21,186,no_shakey_shakey,72.9,shakey,4,31.2,36.4
1085,55,m,21,186,no_shakey_shakey,72.9,shakey,5,30.6,36.4
1086,55,m,21,186,no_shakey_shakey,72.9,shakey,6,30.6,36.7
1087,55,m,21,186,no_shakey_shakey,72.9,shakey,7,28.2,35.1
1088,55,m,21,186,no_shakey_shakey,72.9,shakey,8,30.6,35.6
1089,55,m,21,186,no_shakey_shakey,72.9,shakey,9,29,35.2
1090,55,m,21,186,no_shakey_shakey,72.9,shakey,10,32.7,39.8
1091,55,m,21,186,no_shakey_shakey,73.2,noshakey,1,25.2,28.6
1092,55,m,21,186,no_shakey_shakey,73.2,noshakey,2,29.1,33
1093,55,m,21,186,no_shakey_shakey,73.2,noshakey,3,28.8,34
1094,55,m,21,186,no_shakey_shakey,73.2,noshakey,4,28.2,31.4
1095,55,m,21,186,no_shakey_shakey,73.2,noshakey,5,28.7,33.4
1096,55,m,21,186,no_shakey_shakey,73.2,noshakey,6,30.7,37.5
1097,55,m,21,186,no_shakey_shakey,73.2,noshakey,7,27.9,33.8
1098,55,m,21,186,no_shakey_shakey,73.2,noshakey,8,29.4,37.6
1099,55,m,21,186,no_shakey_shakey,73.2,noshakey,9,28.8,33.8
1100,55,m,21,186,no_shakey_shakey,73.2,noshakey,10,30.1,35.1
1101,56,f,38,154,shakey_no_shakey,53.1,shakey,1,17.8,18.7
1102,56,f,38,154,shakey_no_shakey,53.1,shakey,2,17.8,18.5
1103,56,f,38,154,shakey_no_shakey,53.1,shakey,3,17.4,18.4
1104,56,f,38,154,shakey_no_shakey,53.1,shakey,4,18.4,18.3
1105,56,f,38,154,shakey_no_shakey,53.1,shakey,5,17.1,17.2
1106,56,f,38,154,shakey_no_shakey,53.1,shakey,6,18.5,18.5
1107,56,f,38,154,shakey_no_shakey,53.1,shakey,7,18.9,19
1108,56,f,38,154,shakey_no_shakey,53.1,shakey,8,17.6,17.6
1109,56,f,38,154,shakey_no_shakey,53.1,shakey,9,19.1,18.9
1110,56,f,38,154,shakey_no_shakey,53.1,shakey,10,19.2,19.4
1111,56,f,38,154,shakey_no_shakey,51.8,noshakey,1,18.5,18.7
1112,56,f,38,154,shakey_no_shakey,51.8,noshakey,2,18.8,19.4
1113,56,f,38,154,shakey_no_shakey,51.8,noshakey,3,19.5,20
1114,56,f,38,154,shakey_no_shakey,51.8,noshakey,4,19.6,20.3
1115,56,f,38,154,shakey_no_shakey,51.8,noshakey,5,19,19.4
1116,56,f,38,154,shakey_no_shakey,51.8,noshakey,6,17.7,18.3
1117,56,f,38,154,shakey_no_shakey,51.8,noshakey,7,18.3,19
1118,56,f,38,154,shakey_no_shakey,51.8,noshakey,8,18.7,19.5
1119,56,f,38,154,shakey_no_shakey,51.8,noshakey,9,19.3,19.4
1120,56,f,38,154,shakey_no_shakey,51.8,noshakey,10,20,20.5